Close,Timestamp,Low,High,Open,TradedDate,Volume,SymbolKey,MA20,MA50,MACD,Confidence,Signal,MA200,MACDHist,MACDSignal,RSI14,ATR
3686.1,2025-10-21T15:32:12.814419,3673.1,3727.9,3680,2025-08-12,2280103,LT,3770.87,3672.5,55.49,LOW,HOLD,,10.18,45.31,76.07,49.94
3693.7,2025-10-21T15:32:12.459758,3681.3,3716,3696,2025-08-13,1227196,LT,3770.87,3672.5,55.74,LOW,HOLD,,10.06,45.68,76.07,49.94
3677,2025-10-21T15:32:12.168601,3641.7,3708.5,3700,2025-08-14,1769702,LT,3770.87,3672.5,56.08,LOW,HOLD,,9.9,46.17,76.07,49.94
3635.1,2025-10-21T15:32:11.244126,3621.7,3701.5,3699,2025-08-17,1950151,LT,3770.87,3672.5,56.41,LOW,HOLD,,9.75,46.66,76.07,49.94
3635.1,2025-10-21T15:32:10.917790,3621.7,3701.5,3699,2025-08-18,1950151,LT,3770.87,3672.5,56.92,LOW,HOLD,,9.5,47.43,76.07,49.94
3613,2025-10-21T15:32:10.630451,3608.2,3654,3648.9,2025-08-19,1352944,LT,3770.87,3672.5,57.54,LOW,HOLD,,9.21,48.33,76.07,49.94
3592.3,2025-10-21T15:32:10.342304,3580,3619.9,3613.5,2025-08-20,1325096,LT,3770.87,3672.5,58.09,LOW,HOLD,,8.95,49.14,76.07,49.94
3612.6,2025-10-21T15:32:10.015094,3588,3648,3599,2025-08-21,1624009,LT,3770.87,3672.5,58.51,LOW,HOLD,,8.76,49.75,76.07,49.94
3595.8,2025-10-21T15:32:09.722536,3582,3634.5,3610,2025-08-22,1060447,LT,3770.87,3672.5,58.51,LOW,HOLD,,8.76,49.75,76.07,49.94
3603.1,2025-10-21T15:32:09.095135,3584.3,3617.9,3616,2025-08-24,980393,LT,3770.87,3672.5,59.19,LOW,HOLD,,8.43,50.76,76.07,49.94
3603.1,2025-10-21T15:32:08.772141,3584.3,3617.9,3616,2025-08-25,980393,LT,3770.87,3672.5,59.62,LOW,HOLD,,8.23,51.39,76.07,49.94
3541.3,2025-10-21T15:32:08.467379,3531,3600,3599,2025-08-26,1787363,LT,3770.87,3672.5,60.15,LOW,HOLD,,7.98,52.17,76.07,49.94
3560.1,2025-10-21T15:32:08.170930,3537.2,3576.9,3540,2025-08-27,1695226,LT,3770.87,3575.71,60.07,LOW,HOLD,,8.01,52.06,76.07,49.94
3560.1,2025-10-21T15:32:07.874920,3537.2,3576.9,3540,2025-08-28,1695226,LT,3770.87,3573.51,60.66,LOW,HOLD,,7.74,52.93,76.07,49.94
3601,2025-10-21T15:32:07.551772,3540.2,3615,3575.6,2025-08-29,1678055,LT,3770.87,3572.2,60.89,LOW,HOLD,,7.65,53.24,76.07,49.94
3598.4,2025-10-21T15:32:06.962158,3581.9,3628.6,3601,2025-08-31,1094155,LT,3770.87,3572.23,61.38,LOW,HOLD,,7.47,53.91,76.07,49.94
3598.4,2025-10-21T15:32:06.646810,3581.9,3628.6,3601,2025-09-01,1094155,LT,3770.87,3572.54,61.57,LOW,HOLD,,7.46,54.11,76.07,49.94
3574.9,2025-10-21T15:32:06.320409,3560,3619.9,3598.4,2025-09-02,1230950,LT,3770.87,3572.15,61.82,LOW,HOLD,,7.4,54.42,76.07,49.94
3600.8,2025-10-21T15:32:06.008705,3560,3606.3,3594,2025-09-03,1314831,LT,3770.87,3572.53,62.4,LOW,HOLD,,7.18,55.22,76.07,49.94
3592.6,2025-10-21T15:32:05.719008,3572.5,3624.9,3622.9,2025-09-04,1434998,LT,3770.87,3572.76,63.17,LOW,HOLD,,6.92,56.25,76.07,49.94
3553.6,2025-10-21T15:32:05.428567,3549.1,3609.1,3592.8,2025-09-05,830812,LT,3770.87,3571.7,63.17,LOW,HOLD,,6.92,56.25,76.07,49.94
3529.6,2025-10-21T15:32:04.830045,3525,3579.9,3570,2025-09-07,1039999,LT,3770.87,3570.7,63.87,LOW,HOLD,,6.72,57.15,76.07,49.94
3529.6,2025-10-21T15:32:04.522941,3525,3579.9,3570,2025-09-08,1039999,LT,3770.87,3569.8,63.32,LOW,HOLD,,7.18,56.15,76.07,49.94
3525,2025-10-21T15:32:04.204231,3516.4,3550,3547.2,2025-09-09,1522116,LT,3770.87,3569.49,62.51,LOW,HOLD,,7.72,54.79,76.07,49.94
3550,2025-10-21T15:32:03.910216,3541.1,3577.4,3559,2025-09-10,1136732,LT,3770.87,3570.57,61.96,LOW,HOLD,,8.16,53.8,76.07,49.94
3539.7,2025-10-21T15:32:03.588827,3533,3564.7,3548,2025-09-11,1177793,LT,3770.87,3571.44,61.73,LOW,HOLD,,8.6,53.13,76.07,49.94
3579.8,2025-10-21T15:32:03.279076,3548.1,3595.4,3556.4,2025-09-12,1146873,LT,3770.87,3573.16,60.75,LOW,HOLD,,9.44,51.31,76.07,49.94
3586.2,2025-10-21T15:32:02.663277,3575.5,3607,3581,2025-09-14,1177076,LT,3770.87,3574.81,60,LOW,HOLD,,0.37,-10.55,76.07,49.94
3586.2,2025-10-21T15:32:02.323018,3575.5,3607,3581,2025-09-15,1177076,LT,3770.87,3577.05,58.58,LOW,HOLD,,2.23,-9.99,76.07,49.94
3667.8,2025-10-21T15:32:02.014672,3593.1,3674,3603.9,2025-09-16,2928060,LT,3770.87,3581.11,58.86,LOW,HOLD,,8.58,-7.85,76.07,49.94
3685.5,2025-10-21T15:32:01.710994,3662.7,3704,3672,2025-09-17,1610471,LT,3770.87,3584.77,61.67,LOW,HOLD,,13.31,-4.52,76.07,49.94
3686,2025-10-21T15:32:01.383567,3672.5,3700,3691,2025-09-18,1270148,LT,3770.87,3588.43,64.05,LOW,HOLD,,15.65,-0.61,76.07,49.94
3675.4,2025-10-21T15:32:01.088767,3671,3705,3679,2025-09-19,2227521,LT,3770.87,3592.65,66.94,LOW,HOLD,,15.62,3.3,76.07,49.94
3644.5,2025-10-21T15:32:00.475988,3633.9,3693.6,3693.6,2025-09-21,839430,LT,3770.87,3595.84,69.29,LOW,HOLD,,12.79,6.49,76.07,49.94
3644.5,2025-10-21T15:32:00.178797,3633.9,3693.6,3693.6,2025-09-22,839430,LT,3770.87,3599.18,70.88,LOW,HOLD,,10.28,9.06,76.07,49.94
3657.6,2025-10-21T15:31:59.844225,3613.2,3673.5,3646.9,2025-09-23,1262120,LT,3770.87,3603.47,70.88,LOW,HOLD,,8.92,11.29,76.07,49.94
3673.8,2025-10-21T15:31:59.546422,3637.1,3709.2,3657.6,2025-09-24,1745130,LT,3770.87,3608.5,21.96,LOW,HOLD,,8.53,13.43,76.07,49.94
3644.4,2025-10-21T15:31:59.254431,3635.7,3704,3684,2025-09-25,1999071,LT,3770.87,3612.95,20.73,LOW,HOLD,,5.85,14.89,76.07,49.94
3729.5,2025-10-21T15:31:58.940725,3661,3794.9,3664,2025-09-26,5870301,LT,3770.87,3617.63,26.32,LOW,HOLD,,9.15,17.17,76.07,49.94
3688.4,2025-10-21T15:31:58.352082,3679.6,3740,3738,2025-09-28,2599630,LT,3770.87,3618.09,27.13,LOW,HOLD,,7.96,19.16,76.07,49.94
3688.4,2025-10-21T15:31:58.058131,3679.6,3740,3738,2025-09-29,2599630,LT,3770.87,3619.13,27.44,LOW,HOLD,,6.62,20.82,76.07,49.94
3659,2025-10-21T15:31:57.754099,3648,3696.6,3695,2025-09-30,1676302,LT,3770.87,3620.56,25.04,LOW,HOLD,,3.37,21.66,76.07,49.94
3670.3,2025-10-21T15:31:57.455023,3615,3688,3658.9,2025-10-01,2005028,LT,3639.1,3621.35,23.77,LOW,HOLD,,1.68,22.08,76.07,49.94
3733.1,2025-10-21T15:31:57.133716,3666.3,3746,3690,2025-10-02,1959124,LT,3649.51,3623.39,27.51,LOW,HOLD,,4.34,23.17,76.07,49.94
3733.1,2025-10-21T15:31:56.815804,3666.3,3746,3690,2025-10-03,1959124,LT,3658.66,3625,30.13,LOW,HOLD,,5.57,24.56,76.07,49.94
3737,2025-10-21T15:31:56.233725,3703,3767,3720,2025-10-05,1581506,LT,3668.53,3627.17,32.15,LOW,HOLD,,6.07,26.08,76.07,49.94
3737,2025-10-21T15:31:55.934754,3703,3767,3720,2025-10-06,1581506,LT,3676.39,3629.08,33.36,LOW,HOLD,,5.83,27.54,76.07,49.94
3729.7,2025-10-21T15:31:55.629700,3725,3766,3748,2025-10-07,1673945,LT,3683.56,3631.52,33.35,LOW,HOLD,,4.66,28.7,64.22,70.12
3729.8,2025-10-21T15:31:55.329847,3715,3760,3730,2025-10-08,1424633,LT,3690.74,3632.75,32.98,LOW,HOLD,,3.42,29.55,64.23,69.07
3769.2,2025-10-21T15:31:55.017695,3730.1,3796.4,3735.5,2025-10-09,1827249,LT,3695.81,3634.76,35.44,LOW,HOLD,,4.71,30.73,67.12,69.52
3784,2025-10-21T15:31:54.713934,3760,3799,3765,2025-10-10,1129678,LT,3700.73,3636.72,38.16,LOW,HOLD,,5.94,32.22,66.97,67.16
3769.5,2025-10-21T15:31:54.049497,3745,3784,3780,2025-10-12,1191248,LT,3704.91,3638.24,38.69,LOW,HOLD,,5.18,33.51,70.2,65.06
3769.5,2025-10-21T15:31:53.752349,3745,3784,3780,2025-10-13,1191248,LT,3709.62,3640.09,38.67,LOW,HOLD,,4.12,34.54,58.9,57.1
3744.3,2025-10-21T15:31:53.437147,3730.2,3786.8,3775,2025-10-14,1364583,LT,3714.61,3642.27,36.2,LOW,HOLD,,1.32,34.87,63.39,56.83
3828.7,2025-10-21T15:31:53.133576,3744.3,3843.9,3747,2025-10-15,2575918,LT,3723.81,3646.14,40.58,LOW,HOLD,,4.57,36.02,73.93,59.63
3861.8,2025-10-21T15:31:52.817140,3830,3885.9,3830.3,2025-10-16,2330283,LT,3734.03,3651.12,46.2,LOW,HOLD,,8.15,38.05,84.16,60.24
3839.4,2025-10-21T15:31:52.477256,3830.1,3869.5,3860,2025-10-17,1337364,LT,3742.3,3656.06,48.28,LOW,HOLD,,8.18,40.1,77.46,57.84
3872.7,2025-10-21T15:31:51.850663,3845.4,3887.6,3862,2025-10-19,1223232,LT,3753.72,3661.26,52.02,LOW,HOLD,,9.54,42.48,75.07,55.59
3872.7,2025-10-21T15:31:51.547364,3845.4,3887.6,3862,2025-10-20,1223232,LT,3760.88,3666.8,54.36,LOW,HOLD,,9.5,44.86,75.07,52.91
3888.2,2025-10-21T15:31:51.218132,3877.2,3895,3892,2025-10-21,256215,LT,3770.87,3672.5,56.81,LOW,HOLD,,9.56,47.25,76.07,49.94
2037.85,2025-10-21T15:31:50.029512,2000.8,2083.6,2018.7,2025-04-06,7139049,KOTAKBANK,2136.07,2045.1,46.72,MEDIUM,BUY,,3.97,42.75,67.47,37.62
2037.85,2025-10-21T15:31:49.713657,2000.8,2083.6,2018.7,2025-04-07,7139049,KOTAKBANK,2136.07,2045.1,46.72,MEDIUM,BUY,,3.97,42.75,67.47,37.62
2055.15,2025-10-21T15:31:49.422060,2038,2079.9,2062.45,2025-04-08,4094339,KOTAKBANK,2136.07,2045.1,46.72,MEDIUM,BUY,,3.97,42.75,67.47,37.62
2052.7,2025-10-21T15:31:49.122001,2042.1,2065,2054,2025-04-09,3919578,KOTAKBANK,2136.07,2045.1,46.72,MEDIUM,BUY,,3.97,42.75,67.47,37.62
2111.2,2025-10-21T15:31:48.832630,2058.5,2139.5,2065,2025-04-10,5594689,KOTAKBANK,2136.07,2045.1,46.72,MEDIUM,BUY,,3.97,42.75,67.47,37.62
2111.2,2025-10-21T15:31:48.529060,2058.5,2139.5,2065,2025-04-11,5594689,KOTAKBANK,2136.07,2045.1,46.72,MEDIUM,BUY,,3.97,42.75,67.47,37.62
2120.2,2025-10-21T15:31:47.604268,2099.6,2147,2145,2025-04-14,5635664,KOTAKBANK,2136.07,2045.1,46.72,MEDIUM,BUY,,3.97,42.75,67.47,37.62
2120.2,2025-10-21T15:31:47.288659,2099.6,2147,2145,2025-04-15,5635664,KOTAKBANK,2136.07,2045.1,46.72,MEDIUM,BUY,,3.97,42.75,67.47,37.62
2123.4,2025-10-21T15:31:46.972812,2113.3,2151.6,2120,2025-04-16,2899779,KOTAKBANK,2136.07,2045.1,46.72,MEDIUM,BUY,,3.97,42.75,67.47,37.62
2188.1,2025-10-21T15:31:46.675965,2097.7,2193.9,2115,2025-04-17,5388632,KOTAKBANK,2136.07,2045.1,46.72,MEDIUM,BUY,,3.97,42.75,67.47,37.62
2241.4,2025-10-21T15:31:45.729393,2175.4,2261.2,2195,2025-04-20,4886498,KOTAKBANK,2136.07,2045.1,46.72,MEDIUM,BUY,,3.97,42.75,67.47,37.62
2241.4,2025-10-21T15:31:45.428804,2175.4,2261.2,2195,2025-04-21,4886498,KOTAKBANK,2136.07,2045.1,46.72,MEDIUM,BUY,,3.97,42.75,67.47,37.62
2268.8,2025-10-21T15:31:45.115046,2245.4,2301.9,2249,2025-04-22,6732983,KOTAKBANK,2136.07,2045.1,46.72,MEDIUM,BUY,,3.97,42.75,67.47,37.62
2227,2025-10-21T15:31:44.814038,2220,2290,2285,2025-04-23,3523879,KOTAKBANK,2136.07,2045.1,46.72,MEDIUM,BUY,,3.97,42.75,67.47,37.62
2223,2025-10-21T15:31:44.519938,2213.7,2237.9,2218,2025-04-24,4168537,KOTAKBANK,2136.07,2045.1,46.72,MEDIUM,BUY,,3.97,42.75,67.47,37.62
2204.4,2025-10-21T15:31:44.196722,2178.2,2233.4,2220,2025-04-25,2136003,KOTAKBANK,2136.07,2045.1,46.72,MEDIUM,BUY,,3.97,42.75,67.47,37.62
2225.6,2025-10-21T15:31:43.602839,2189.4,2231.8,2197,2025-04-27,2438178,KOTAKBANK,2136.07,2045.1,46.72,MEDIUM,BUY,,3.97,42.75,67.47,37.62
2225.6,2025-10-21T15:31:43.124862,2189.4,2231.8,2197,2025-04-28,2438178,KOTAKBANK,2136.07,2045.1,46.72,MEDIUM,BUY,,3.97,42.75,67.47,37.62
2205,2025-10-21T15:31:42.833978,2198.8,2247,2225.6,2025-04-29,3058265,KOTAKBANK,2136.07,2045.1,46.72,MEDIUM,BUY,,3.97,42.75,67.47,37.62
2208.1,2025-10-21T15:31:42.531161,2188.2,2231,2213.9,2025-04-30,4622917,KOTAKBANK,2136.07,2045.1,46.72,MEDIUM,BUY,,3.97,42.75,67.47,37.62
2185.2,2025-10-21T15:31:42.179796,2171.2,2223.6,2204,2025-05-01,2679156,KOTAKBANK,2136.07,2045.1,46.72,MEDIUM,BUY,,3.97,42.75,67.47,37.62
2185.2,2025-10-21T15:31:41.801239,2171.2,2223.6,2204,2025-05-02,2679156,KOTAKBANK,2136.07,2045.1,46.72,MEDIUM,BUY,,3.97,42.75,67.47,37.62
2084.9,2025-10-21T15:31:41.187371,2058,2133.8,2105.1,2025-05-04,8821617,KOTAKBANK,2136.07,2045.1,46.72,MEDIUM,BUY,,3.97,42.75,67.47,37.62
2084.9,2025-10-21T15:31:40.820431,2058,2133.8,2105.1,2025-05-05,8821617,KOTAKBANK,2136.07,2045.1,46.72,MEDIUM,BUY,,3.97,42.75,67.47,37.62
2074,2025-10-21T15:31:40.523693,2065,2091.4,2086,2025-05-06,3405097,KOTAKBANK,2136.07,2045.1,46.72,MEDIUM,BUY,,3.97,42.75,67.47,37.62
2094.9,2025-10-21T15:31:40.227954,2054.5,2101.8,2063.7,2025-05-07,3739456,KOTAKBANK,2136.07,2045.1,46.72,MEDIUM,BUY,,3.97,42.75,67.47,37.62
2112.6,2025-10-21T15:31:39.925045,2094.9,2138.7,2099,2025-05-08,6924871,KOTAKBANK,2136.07,2045.1,46.72,MEDIUM,BUY,,3.97,42.75,67.47,37.62
2103.1,2025-10-21T15:31:39.621262,2075,2120,2075,2025-05-09,4654300,KOTAKBANK,2136.07,2045.1,46.72,MEDIUM,BUY,,3.97,42.75,67.47,37.62
2145,2025-10-21T15:31:39.028395,2126.1,2163.6,2134,2025-05-11,3021874,KOTAKBANK,2136.07,2045.1,46.72,MEDIUM,BUY,,3.97,42.75,67.47,37.62
2145,2025-10-21T15:31:38.724240,2126.1,2163.6,2134,2025-05-12,3021874,KOTAKBANK,2136.07,2045.1,46.72,MEDIUM,BUY,,3.97,42.75,67.47,37.62
2115.6,2025-10-21T15:31:38.430038,2101.1,2146.1,2135,2025-05-13,4307824,KOTAKBANK,2136.07,2045.1,46.72,MEDIUM,BUY,,3.97,42.75,67.47,37.62
2092.4,2025-10-21T15:31:38.103012,2084,2119.9,2111,2025-05-14,2137594,KOTAKBANK,2136.07,2045.1,46.72,MEDIUM,BUY,,3.97,42.75,67.47,37.62
2106.4,2025-10-21T15:31:37.808750,2065.4,2112,2085.1,2025-05-15,4262359,KOTAKBANK,2136.07,2045.1,46.72,MEDIUM,BUY,,3.97,42.75,67.47,37.62
2108.2,2025-10-21T15:31:37.495023,2090.1,2114.9,2099.9,2025-05-16,2057908,KOTAKBANK,2136.07,2045.1,46.72,MEDIUM,BUY,,3.97,42.75,67.47,37.62
2111.2,2025-10-21T15:31:36.862668,2100.4,2124,2102,2025-05-18,1505704,KOTAKBANK,2136.07,2045.1,46.72,MEDIUM,BUY,,3.97,42.75,67.47,37.62
2111.2,2025-10-21T15:31:36.558943,2100.4,2124,2102,2025-05-19,1505704,KOTAKBANK,2136.07,2045.1,46.72,MEDIUM,BUY,,3.97,42.76,67.47,37.62
2090.1,2025-10-21T15:31:36.254303,2084.7,2117.9,2114.8,2025-05-20,3909098,KOTAKBANK,2136.07,2045.1,46.72,MEDIUM,BUY,,3.97,42.76,67.47,37.62
2071.3,2025-10-21T15:31:35.946160,2060,2096.3,2095,2025-05-21,2141740,KOTAKBANK,2136.07,2045.1,46.72,MEDIUM,BUY,,3.97,42.76,67.47,37.62
2065.8,2025-10-21T15:31:35.621113,2050.7,2077.6,2074,2025-05-22,3289328,KOTAKBANK,2136.07,2045.1,46.72,MEDIUM,BUY,,3.97,42.76,67.47,37.62
2100.8,2025-10-21T15:31:35.322725,2065.8,2109.3,2065.8,2025-05-23,1650953,KOTAKBANK,2136.07,2045.1,46.72,MEDIUM,BUY,,3.97,42.76,67.47,37.62
2089.3,2025-10-21T15:31:34.710712,2085.1,2112,2090.1,2025-05-25,2040285,KOTAKBANK,2136.07,2045.1,46.73,MEDIUM,BUY,,3.97,42.76,67.47,37.62
2089.3,2025-10-21T15:31:34.405885,2085.1,2112,2090.1,2025-05-26,2040285,KOTAKBANK,2136.07,2045.1,46.73,MEDIUM,BUY,,3.97,42.76,67.47,37.62
2077.4,2025-10-21T15:31:34.101379,2061.2,2099,2090,2025-05-27,3459940,KOTAKBANK,2136.07,2045.1,46.73,MEDIUM,BUY,,3.96,42.76,67.47,37.62
2074.3,2025-10-21T15:31:33.793164,2063.4,2080.4,2075,2025-05-28,1634636,KOTAKBANK,2136.07,2045.1,46.73,MEDIUM,BUY,,3.96,42.76,67.47,37.62
2081.6,2025-10-21T15:31:33.503709,2055,2096,2077.3,2025-05-29,4987382,KOTAKBANK,2136.07,2045.1,46.73,MEDIUM,BUY,,3.96,42.77,67.47,37.62
2074.7,2025-10-21T15:31:33.176967,2065.5,2090.2,2081.6,2025-05-30,9807728,KOTAKBANK,2136.07,2045.1,46.73,MEDIUM,BUY,,3.96,42.76,67.47,37.62
2063.6,2025-10-21T15:31:32.555953,2051.2,2075.8,2067,2025-06-01,2701140,KOTAKBANK,2136.07,2045.1,46.73,MEDIUM,BUY,,3.96,42.76,67.47,37.62
2063.6,2025-10-21T15:31:32.237741,2051.2,2075.8,2067,2025-06-02,2701140,KOTAKBANK,2136.07,2045.1,46.73,MEDIUM,BUY,,3.96,42.76,67.47,37.62
2044.5,2025-10-21T15:31:31.933048,2034.2,2075.8,2070,2025-06-03,6463818,KOTAKBANK,2136.07,2045.1,46.73,MEDIUM,BUY,,3.96,42.76,67.47,37.62
2046.3,2025-10-21T15:31:31.607044,2040.8,2058.5,2047.1,2025-06-04,2331114,KOTAKBANK,2136.07,2045.1,46.72,MEDIUM,BUY,,3.97,42.76,67.47,37.62
2039.9,2025-10-21T15:31:31.296556,2034.2,2056.4,2054.8,2025-06-05,3725332,KOTAKBANK,2136.07,2045.1,46.72,MEDIUM,BUY,,3.97,42.75,67.47,37.62
2073.4,2025-10-21T15:31:30.990937,2033.8,2084.9,2043.9,2025-06-06,4424324,KOTAKBANK,2136.07,2045.1,46.72,MEDIUM,BUY,,3.97,42.75,67.47,37.62
2138.2,2025-10-21T15:31:30.358260,2090,2142.4,2111,2025-06-08,5779088,KOTAKBANK,2136.07,2045.1,46.71,MEDIUM,BUY,,3.97,42.74,67.47,37.62
2138.2,2025-10-21T15:31:30.042259,2090,2142.4,2111,2025-06-09,5779088,KOTAKBANK,2136.07,2045.1,46.71,MEDIUM,BUY,,3.97,42.74,67.47,37.62
2151.1,2025-10-21T15:31:29.740441,2138.2,2172.9,2146.7,2025-06-10,4915742,KOTAKBANK,2136.07,2045.1,46.72,MEDIUM,BUY,,3.97,42.74,67.47,37.62
2145.3,2025-10-21T15:31:29.440053,2133,2160.7,2149,2025-06-11,1782061,KOTAKBANK,2136.07,2045.1,46.72,MEDIUM,BUY,,3.97,42.75,67.47,37.62
2126.8,2025-10-21T15:31:29.127073,2122.2,2148.8,2145.3,2025-06-12,2978172,KOTAKBANK,2136.07,2045.1,46.72,MEDIUM,BUY,,3.97,42.75,67.47,37.62
2107.4,2025-10-21T15:31:28.821357,2072,2122,2072,2025-06-13,4467274,KOTAKBANK,2136.07,2045.1,46.72,MEDIUM,BUY,,3.97,42.75,67.47,37.62
2139,2025-10-21T15:31:28.230992,2088.8,2144.7,2107.9,2025-06-15,2941596,KOTAKBANK,2136.07,2045.1,46.71,MEDIUM,BUY,,3.97,42.74,67.47,37.62
2139,2025-10-21T15:31:27.919608,2088.8,2144.7,2107.9,2025-06-16,2941596,KOTAKBANK,2136.07,2045.1,46.71,MEDIUM,BUY,,3.97,42.74,67.47,37.62
2136.8,2025-10-21T15:31:27.617398,2130.2,2155.8,2139,2025-06-17,3108300,KOTAKBANK,2136.07,2045.1,46.71,MEDIUM,BUY,,3.97,42.74,67.47,37.62
2132.4,2025-10-21T15:31:27.298377,2108.7,2137.4,2125,2025-06-18,3900651,KOTAKBANK,2136.07,2045.1,46.71,MEDIUM,BUY,,3.97,42.73,67.47,37.62
2146.4,2025-10-21T15:31:27.003060,2133.1,2154.7,2139.5,2025-06-19,3405199,KOTAKBANK,2136.07,2045.1,46.7,MEDIUM,BUY,,3.98,42.72,67.47,37.62
2169.8,2025-10-21T15:31:26.649043,2131.3,2176,2145,2025-06-20,3372636,KOTAKBANK,2136.07,2045.1,46.7,MEDIUM,BUY,,3.98,42.72,67.47,37.62
2184.1,2025-10-21T15:31:26.070143,2151.2,2189.7,2158.1,2025-06-22,1720614,KOTAKBANK,2136.07,2045.1,46.69,MEDIUM,BUY,,3.98,42.71,67.47,37.62
2184.1,2025-10-21T15:31:25.752639,2151.2,2189.7,2158.1,2025-06-23,1720614,KOTAKBANK,2136.07,2045.1,46.69,MEDIUM,BUY,,3.98,42.71,67.47,37.62
2223.6,2025-10-21T15:31:25.452367,2191.4,2233.6,2208,2025-06-24,5604520,KOTAKBANK,2136.07,2045.1,46.69,MEDIUM,BUY,,3.98,42.71,67.47,37.62
2198.3,2025-10-21T15:31:25.117279,2191,2223.6,2223,2025-06-25,3575429,KOTAKBANK,2136.07,2045.1,46.69,MEDIUM,BUY,,3.98,42.71,67.47,37.62
2203.9,2025-10-21T15:31:24.800533,2180,2210,2202.4,2025-06-26,5670127,KOTAKBANK,2136.07,2045.1,46.69,MEDIUM,BUY,,3.98,42.7,67.47,37.62
2207.9,2025-10-21T15:31:24.471888,2182.6,2217.3,2210,2025-06-27,9649439,KOTAKBANK,2136.07,2045.1,46.69,MEDIUM,BUY,,3.98,42.7,67.47,37.62
2163.5,2025-10-21T15:31:23.865221,2154.5,2209,2207.9,2025-06-29,3727657,KOTAKBANK,2136.07,2045.1,46.64,MEDIUM,BUY,,4,42.64,67.47,37.62
2163.5,2025-10-21T15:31:23.572733,2154.5,2209,2207.9,2025-06-30,3727657,KOTAKBANK,2136.07,2045.1,46.62,MEDIUM,BUY,,4.02,42.6,67.47,37.62
2183.6,2025-10-21T15:31:23.273496,2159.3,2186.5,2163.5,2025-07-01,4025754,KOTAKBANK,2136.07,2045.1,46.59,MEDIUM,BUY,,4.03,42.56,67.47,37.62
2169.1,2025-10-21T15:31:22.974602,2161,2197.2,2185,2025-07-02,1876511,KOTAKBANK,2136.07,2045.1,46.57,MEDIUM,BUY,,4.04,42.53,67.47,37.62
2126.6,2025-10-21T15:31:22.657165,2121.9,2151.9,2139.1,2025-07-03,4667399,KOTAKBANK,2136.07,2045.1,46.55,MEDIUM,BUY,,4.05,42.5,67.47,37.62
2129.8,2025-10-21T15:31:22.353880,2111,2137.3,2124,2025-07-04,1686215,KOTAKBANK,2136.07,2045.1,46.52,MEDIUM,BUY,,4.06,42.46,67.47,37.62
2149.8,2025-10-21T15:31:21.755136,2121.8,2156.8,2130,2025-07-06,2170585,KOTAKBANK,2136.07,2045.1,46.5,MEDIUM,BUY,,4.07,42.42,67.47,37.62
2149.8,2025-10-21T15:31:21.437065,2121.8,2156.8,2130,2025-07-07,2170585,KOTAKBANK,2136.07,2045.1,46.48,MEDIUM,BUY,,4.08,42.4,67.47,37.62
2224.5,2025-10-21T15:31:21.134579,2176.2,2241.5,2185,2025-07-08,7526291,KOTAKBANK,2136.07,2045.1,46.46,MEDIUM,BUY,,4.09,42.37,67.47,37.62
2229.3,2025-10-21T15:31:20.830233,2214,2234.1,2217,2025-07-09,2020902,KOTAKBANK,2136.07,2045.1,46.47,MEDIUM,BUY,,4.09,42.38,67.47,37.62
2203.8,2025-10-21T15:31:20.513505,2186.9,2242.7,2229.1,2025-07-10,5721813,KOTAKBANK,2136.07,2045.1,46.47,MEDIUM,BUY,,4.09,42.38,67.47,37.62
2220.6,2025-10-21T15:31:20.181004,2198.6,2225,2201.8,2025-07-11,2679166,KOTAKBANK,2136.07,2045.1,46.47,MEDIUM,BUY,,4.09,42.39,67.47,37.62
2203.8,2025-10-21T15:31:19.579609,2197.3,2227,2223.9,2025-07-13,2395337,KOTAKBANK,2136.07,2045.1,46.49,MEDIUM,BUY,,4.08,42.41,67.47,37.62
2203.8,2025-10-21T15:31:19.267927,2197.3,2227,2223.9,2025-07-14,2395337,KOTAKBANK,2136.07,2045.1,46.51,MEDIUM,BUY,,4.07,42.44,67.47,37.62
2188.1,2025-10-21T15:31:18.947145,2181.9,2233.6,2210,2025-07-15,2974143,KOTAKBANK,2136.07,2045.1,46.54,MEDIUM,BUY,,4.05,42.49,67.47,37.62
2179.4,2025-10-21T15:31:18.605109,2156,2190,2184.1,2025-07-16,2287703,KOTAKBANK,2136.07,2045.1,46.58,MEDIUM,BUY,,4.04,42.54,67.47,37.62
2170.8,2025-10-21T15:31:18.279589,2166.7,2191.7,2175,2025-07-17,2179561,KOTAKBANK,2136.07,2045.1,46.63,MEDIUM,BUY,,4.01,42.62,67.47,37.62
2140.5,2025-10-21T15:31:17.981910,2131,2168,2167.6,2025-07-18,2566543,KOTAKBANK,2136.07,2045.1,46.63,MEDIUM,BUY,,4.01,42.62,67.47,37.62
2165.2,2025-10-21T15:31:17.338075,2130.2,2167.6,2138.1,2025-07-20,1827099,KOTAKBANK,2136.07,2045.1,46.76,MEDIUM,BUY,,3.95,42.81,67.47,37.62
2165.2,2025-10-21T15:31:17.049448,2130.2,2167.6,2138.1,2025-07-21,1827099,KOTAKBANK,2136.07,2045.1,46.84,MEDIUM,BUY,,3.91,42.94,67.47,37.62
2160.2,2025-10-21T15:31:16.734340,2145,2175,2172,2025-07-22,1564562,KOTAKBANK,2136.07,2045.1,46.95,MEDIUM,BUY,,3.86,43.09,67.47,37.62
